Sanayi beklentiyi aştı: 1 defa bulunmaktadır
4.4 oranında artışla: 1 defa bulunmaktadır
oranında artışla yüzde: 1 defa bulunmaktadır
artışla yüzde 137.5’e: 1 defa bulunmaktadır
yüzde 137.5’e ulaştı.: 1 defa bulunmaktadır
137.5’e ulaştı. Elektrik,: 1 defa bulunmaktadır
ulaştı. Elektrik, gaz,: 1 defa bulunmaktadır
Elektrik, gaz, buhar: 1 defa bulunmaktadır
gaz, buhar ve: 5 defa bulunmaktadır
buhar ve iklimlendirme: 5 defa bulunmaktadır
ve iklimlendirme üretimi: 5 defa bulunmaktadır
iklimlendirme üretimi ve: 5 defa bulunmaktadır
üretimi ve dağıtımı: 5 defa bulunmaktadır
ve dağıtımı sektörü: 5 defa bulunmaktadır
dağıtımı sektörü endeksi: 5 defa bulunmaktadır
sektörü endeksi yüzde: 10 defa bulunmaktadır
endeksi yüzde 1.2: 1 defa bulunmaktadır
yüzde 1.2 artışla: 1 defa bulunmaktadır
1.2 artışla 151: 1 defa bulunmaktadır
artışla 151 oldu.: 1 defa bulunmaktadır
151 oldu. -ARA: 1 defa bulunmaktadır
oldu. -ARA MALI: 1 defa bulunmaktadır
-ARA MALI İMALATI: 1 defa bulunmaktadır
MALI İMALATI YÜZDE: 1 defa bulunmaktadır
İMALATI YÜZDE 5.3: 1 defa bulunmaktadır
YÜZDE 5.3 ARTTI-: 1 defa bulunmaktadır
5.3 ARTTI- Eylül: 1 defa bulunmaktadır
ARTTI- Eylül ayında: 1 defa bulunmaktadır
Eylül ayında arındırılmamış: 1 defa bulunmaktadır
ayında arındırılmamış endeks: 1 defa bulunmaktadır
arındırılmamış endeks verilerine: 1 defa bulunmaktadır
endeks verilerine göre: 1 defa bulunmaktadır
verilerine göre ara: 1 defa bulunmaktadır
göre ara malı: 1 defa bulunmaktadır
ara malı imalatında: 1 defa bulunmaktadır
malı imalatında üretim: 1 defa bulunmaktadır
imalatında üretim geçen: 1 defa bulunmaktadır
üretim geçen yılın: 1 defa bulunmaktadır
geçen yılın aynı: 13 defa bulunmaktadır
yılın aynı ayına: 12 defa bulunmaktadır
aynı ayına göre: 9 defa bulunmaktadır
ayına göre yüzde: 6 defa bulunmaktadır
göre yüzde 5.3: 1 defa bulunmaktadır
yüzde 5.3 artışla: 1 defa bulunmaktadır
5.3 artışla 139.2: 1 defa bulunmaktadır
artışla 139.2 oldu.: 1 defa bulunmaktadır
139.2 oldu. Dayanıklı: 1 defa bulunmaktadır
oldu. Dayanıklı tüketim: 1 defa bulunmaktadır
Dayanıklı tüketim malı: 1 defa bulunmaktadır
tüketim malı imalatı: 2 defa bulunmaktadır
malı imalatı yüzde: 3 defa bulunmaktadır
imalatı yüzde 8.6: 1 defa bulunmaktadır
yüzde 8.6 artışla: 1 defa bulunmaktadır
8.6 artışla 165.4,: 1 defa bulunmaktadır
artışla 165.4, dayanıksız: 1 defa bulunmaktadır
165.4, dayanıksız tüketim: 1 defa bulunmaktadır
dayanıksız tüketim malı: 1 defa bulunmaktadır
tüketim malı imalatı: 2 defa bulunmaktadır
malı imalatı yüzde: 3 defa bulunmaktadır
imalatı yüzde 8.7: 1 defa bulunmaktadır
yüzde 8.7 artışla: 1 defa bulunmaktadır
8.7 artışla 123.4,: 1 defa bulunmaktadır
artışla 123.4, sermaye: 1 defa bulunmaktadır
123.4, sermaye malı: 1 defa bulunmaktadır
sermaye malı imalatı: 1 defa bulunmaktadır
malı imalatı yüzde: 3 defa bulunmaktadır
imalatı yüzde 4.5: 1 defa bulunmaktadır
yüzde 4.5 artışla: 1 defa bulunmaktadır
4.5 artışla 136.4: 1 defa bulunmaktadır
artışla 136.4 düzeyinde: 1 defa bulunmaktadır
136.4 düzeyinde gerçekleşti.: 1 defa bulunmaktadır
düzeyinde gerçekleşti. Bu: 1 defa bulunmaktadır
gerçekleşti. Bu dönemde: 1 defa bulunmaktadır
Bu dönemde enerji: 1 defa bulunmaktadır
dönemde enerji yüzde: 1 defa bulunmaktadır
enerji yüzde 5.1: 1 defa bulunmaktadır
yüzde 5.1 artışla: 1 defa bulunmaktadır
5.1 artışla 136.6: 1 defa bulunmaktadır
artışla 136.6 oldu.: 1 defa bulunmaktadır
136.6 oldu. -ÜRETİMİN: 1 defa bulunmaktadır
oldu. -ÜRETİMİN EN: 1 defa bulunmaktadır
-ÜRETİMİN EN ÇOK: 1 defa bulunmaktadır
EN ÇOK GERİLEDİĞİ: 1 defa bulunmaktadır
ÇOK GERİLEDİĞİ SEKTÖRLER-: 1 defa bulunmaktadır
GERİLEDİĞİ SEKTÖRLER- Eylül: 1 defa bulunmaktadır
SEKTÖRLER- Eylül ayında: 1 defa bulunmaktadır
Eylül ayında sanayi: 2 defa bulunmaktadır
ayında sanayi üretimi: 1 defa bulunmaktadır
sanayi üretimi sektörel: 1 defa bulunmaktadır
üretimi sektörel bazda: 1 defa bulunmaktadır
sektörel bazda değerlendirildiğinde,: 1 defa bulunmaktadır
bazda değerlendirildiğinde, 6: 1 defa bulunmaktadır
değerlendirildiğinde, 6 alt: 1 defa bulunmaktadır
6 alt sektörde: 1 defa bulunmaktadır
alt sektörde üretimin: 1 defa bulunmaktadır
sektörde üretimin gerilediği: 1 defa bulunmaktadır
üretimin gerilediği belirlendi.: 1 defa bulunmaktadır
gerilediği belirlendi. 2012: 1 defa bulunmaktadır
belirlendi. 2012 yılı: 1 defa bulunmaktadır
2012 yılı Eylül: 8 defa bulunmaktadır
yılı Eylül ayında: 7 defa bulunmaktadır
Eylül ayında geçen: 9 defa bulunmaktadır
ayında geçen yılın: 9 defa bulunmaktadır
geçen yılın aynı: 13 defa bulunmaktadır
yılın aynı dönemine: 1 defa bulunmaktadır
aynı dönemine göre: 1 defa bulunmaktadır
dönemine göre gerileyen: 1 defa bulunmaktadır
göre gerileyen sektörler: 1 defa bulunmaktadır
gerileyen sektörler arasında: 1 defa bulunmaktadır
sektörler arasında yüzde: 1 defa bulunmaktadır
arasında yüzde 9: 1 defa bulunmaktadır
yüzde 9 ile: 1 defa bulunmaktadır
9 ile makine: 1 defa bulunmaktadır
ile makine ve: 1 defa bulunmaktadır
makine ve ekipmanların: 1 defa bulunmaktadır
ve ekipmanların kurulumu: 1 defa bulunmaktadır
ekipmanların kurulumu ve: 1 defa bulunmaktadır
kurulumu ve onarımı,: 1 defa bulunmaktadır
ve onarımı, yüzde: 1 defa bulunmaktadır
onarımı, yüzde 4.2: 1 defa bulunmaktadır
yüzde 4.2 ile: 1 defa bulunmaktadır
4.2 ile elektrikli: 1 defa bulunmaktadır
ile elektrikli teçhizat: 1 defa bulunmaktadır
elektrikli teçhizat imalatı,: 1 defa bulunmaktadır
teçhizat imalatı, yüzde: 1 defa bulunmaktadır
imalatı, yüzde 3.1: 1 defa bulunmaktadır
yüzde 3.1 ile: 1 defa bulunmaktadır
3.1 ile mobilya: 1 defa bulunmaktadır
ile mobilya imalatı,: 1 defa bulunmaktadır
mobilya imalatı, yüzde: 1 defa bulunmaktadır
imalatı, yüzde 1: 1 defa bulunmaktadır
yüzde 1 ile: 1 defa bulunmaktadır
1 ile başka: 1 defa bulunmaktadır
ile başka yerde: 1 defa bulunmaktadır
başka yerde sınıflandırılmamış: 1 defa bulunmaktadır
yerde sınıflandırılmamış makine: 1 defa bulunmaktadır
sınıflandırılmamış makine ve: 1 defa bulunmaktadır
makine ve ekipman: 1 defa bulunmaktadır
ve ekipman imalatı,: 1 defa bulunmaktadır
ekipman imalatı, yüzde: 1 defa bulunmaktadır
imalatı, yüzde 0.8: 1 defa bulunmaktadır
yüzde 0.8 ile: 1 defa bulunmaktadır
0.8 ile ham: 1 defa bulunmaktadır
ile ham petrol: 1 defa bulunmaktadır
ham petrol ve: 1 defa bulunmaktadır
petrol ve doğalgaz: 1 defa bulunmaktadır
ve doğalgaz çıkarımı,: 1 defa bulunmaktadır
doğalgaz çıkarımı, yüzde: 1 defa bulunmaktadır
çıkarımı, yüzde 0.1: 1 defa bulunmaktadır
yüzde 0.1 ile: 1 defa bulunmaktadır
0.1 ile bilgisayarların: 1 defa bulunmaktadır
ile bilgisayarların elektronik: 1 defa bulunmaktadır
bilgisayarların elektronik ve: 1 defa bulunmaktadır
elektronik ve optik: 1 defa bulunmaktadır
ve optik ürünlerin: 1 defa bulunmaktadır
optik ürünlerin imalatı: 1 defa bulunmaktadır
ürünlerin imalatı yer: 1 defa bulunmaktadır
imalatı yer aldı.: 1 defa bulunmaktadır
yer aldı. -ALT: 1 defa bulunmaktadır
aldı. -ALT SEKTÖRLERDE: 1 defa bulunmaktadır
-ALT SEKTÖRLERDE EN: 1 defa bulunmaktadır
SEKTÖRLERDE EN YÜKSEK: 1 defa bulunmaktadır
EN YÜKSEK ARTIŞ: 1 defa bulunmaktadır
YÜKSEK ARTIŞ DİĞER: 1 defa bulunmaktadır
ARTIŞ DİĞER ULAŞIM: 1 defa bulunmaktadır
DİĞER ULAŞIM ARAÇLARININ: 1 defa bulunmaktadır
ULAŞIM ARAÇLARININ İMALATINDA-: 1 defa bulunmaktadır
ARAÇLARININ İMALATINDA- Eylül: 1 defa bulunmaktadır
İMALATINDA- Eylül ayında: 1 defa bulunmaktadır
Eylül ayında sanayi: 2 defa bulunmaktadır
ayında sanayi üretim: 1 defa bulunmaktadır
sanayi üretim endeksinde: 1 defa bulunmaktadır
üretim endeksinde geçen: 1 defa bulunmaktadır
endeksinde geçen yılın: 1 defa bulunmaktadır
geçen yılın aynı: 13 defa bulunmaktadır
yılın aynı ayına: 12 defa bulunmaktadır
aynı ayına göre: 9 defa bulunmaktadır
ayına göre alt: 1 defa bulunmaktadır
göre alt sektörler: 1 defa bulunmaktadır
alt sektörler bazında: 1 defa bulunmaktadır
sektörler bazında değişim: 1 defa bulunmaktadır
bazında değişim oranları: 1 defa bulunmaktadır
değişim oranları incelendiğinde,: 1 defa bulunmaktadır
oranları incelendiğinde, en: 1 defa bulunmaktadır
incelendiğinde, en yüksek: 1 defa bulunmaktadır
en yüksek artış: 1 defa bulunmaktadır
yüksek artış yüzde: 1 defa bulunmaktadır
artış yüzde 196.9: 1 defa bulunmaktadır
yüzde 196.9 ile: 1 defa bulunmaktadır
196.9 ile diğer: 1 defa bulunmaktadır
ile diğer ulaşım: 1 defa bulunmaktadır
diğer ulaşım araçlarının: 1 defa bulunmaktadır
ulaşım araçlarının imalatında: 1 defa bulunmaktadır
araçlarının imalatında gerçekleşti.: 1 defa bulunmaktadır
imalatında gerçekleşti. Bunu: 1 defa bulunmaktadır
gerçekleşti. Bunu yüzde: 1 defa bulunmaktadır
Bunu yüzde 53.4: 1 defa bulunmaktadır
yüzde 53.4 ile: 1 defa bulunmaktadır
53.4 ile ağaç,: 1 defa bulunmaktadır
ile ağaç, ağaç: 1 defa bulunmaktadır
ağaç, ağaç ve: 1 defa bulunmaktadır
ağaç ve mantar: 1 defa bulunmaktadır
ve mantar ürünleri: 1 defa bulunmaktadır
mantar ürünleri imalatı: 1 defa bulunmaktadır
ürünleri imalatı (mobilya: 1 defa bulunmaktadır
imalatı (mobilya hariç,: 1 defa bulunmaktadır
(mobilya hariç, yüzde: 1 defa bulunmaktadır
hariç, yüzde 26.9: 1 defa bulunmaktadır
yüzde 26.9 ile: 1 defa bulunmaktadır
26.9 ile kayıtlı: 1 defa bulunmaktadır
ile kayıtlı medyanın: 1 defa bulunmaktadır
kayıtlı medyanın basılması: 1 defa bulunmaktadır
medyanın basılması ve: 1 defa bulunmaktadır
basılması ve çoğaltılması: 1 defa bulunmaktadır
ve çoğaltılması takip: 1 defa bulunmaktadır
çoğaltılması takip etti.: 1 defa bulunmaktadır
takip etti. /**: 1 defa bulunmaktadır
etti. /** Arındırılmamış: 1 defa bulunmaktadır
/** Arındırılmamış Sanayi: 2 defa bulunmaktadır
Arındırılmamış Sanayi Üretim: 2 defa bulunmaktadır
Sanayi Üretim Endeksi: 1 defa bulunmaktadır
Üretim Endeksi Aylar      : 1 defa bulunmaktadır
Endeksi Aylar       2008   : 1 defa bulunmaktadır
Aylar       2008    2009   : 1 defa bulunmaktadır
2008    2009    2010  : 1 defa bulunmaktadır
2009    2010   2011 : 1 defa bulunmaktadır
2010   2011  2012: 1 defa bulunmaktadır
2011  2012 Ocak      : 1 defa bulunmaktadır
2012 Ocak       112.3   : 1 defa bulunmaktadır
Ocak       112.3    88.1   : 1 defa bulunmaktadır
112.3    88.1    99.3 : 1 defa bulunmaktadır
88.1    99.3  118.4 : 1 defa bulunmaktadır
99.3  118.4  120.2: 1 defa bulunmaktadır
118.4  120.2 Şubat     : 1 defa bulunmaktadır
120.2 Şubat      111.3   : 1 defa bulunmaktadır
Şubat      111.3    84.6   : 1 defa bulunmaktadır
111.3    84.6    99.5 : 1 defa bulunmaktadır
84.6    99.5  113.4 : 1 defa bulunmaktadır
99.5  113.4  118.5: 1 defa bulunmaktadır
113.4  118.5 Mart      : 1 defa bulunmaktadır
118.5 Mart       121.5   : 1 defa bulunmaktadır
Mart       121.5    95.4  : 1 defa bulunmaktadır
121.5    95.4   115.8 : 1 defa bulunmaktadır
95.4   115.8  128.1 : 1 defa bulunmaktadır
115.8  128.1  131.4: 1 defa bulunmaktadır
128.1  131.4 Nisan     : 1 defa bulunmaktadır
131.4 Nisan      119.4   : 1 defa bulunmaktadır
Nisan      119.4    96.9  : 1 defa bulunmaktadır
119.4    96.9   113.3 : 1 defa bulunmaktadır
96.9   113.3  123.4 : 1 defa bulunmaktadır
113.3  123.4  125.4: 1 defa bulunmaktadır
123.4  125.4 Mayıs     : 1 defa bulunmaktadır
125.4 Mayıs      123.4  : 1 defa bulunmaktadır
Mayıs      123.4   102.3  : 1 defa bulunmaktadır
123.4   102.3   117.6 : 1 defa bulunmaktadır
102.3   117.6  127.2 : 1 defa bulunmaktadır
117.6  127.2  134.7: 1 defa bulunmaktadır
127.2  134.7 Haziran   : 1 defa bulunmaktadır
134.7 Haziran    121.4  : 1 defa bulunmaktadır
Haziran    121.4   109.4  : 1 defa bulunmaktadır
121.4   109.4   120.3 : 1 defa bulunmaktadır
109.4   120.3  128.7 : 1 defa bulunmaktadır
120.3  128.7  132.6: 1 defa bulunmaktadır
128.7  132.6 Temmuz    : 1 defa bulunmaktadır
132.6 Temmuz     121.1  : 1 defa bulunmaktadır
Temmuz     121.1   110.4  : 1 defa bulunmaktadır
121.1   110.4   120.3 : 1 defa bulunmaktadır
110.4   120.3  128.5 : 1 defa bulunmaktadır
120.3  128.5  132.8: 1 defa bulunmaktadır
128.5  132.8 Ağustos   : 1 defa bulunmaktadır
132.8 Ağustos    110.9  : 1 defa bulunmaktadır
Ağustos    110.9   103.7  : 1 defa bulunmaktadır
110.9   103.7   115.0 : 1 defa bulunmaktadır
103.7   115.0  119.4 : 1 defa bulunmaktadır
115.0  119.4  117.2: 1 defa bulunmaktadır
119.4  117.2 Eylül     : 1 defa bulunmaktadır
117.2 Eylül      114.1  : 1 defa bulunmaktadır
Eylül      114.1   103.1  : 1 defa bulunmaktadır
114.1   103.1   113.9 : 1 defa bulunmaktadır
103.1   113.9  127.6 : 1 defa bulunmaktadır
113.9  127.6  135,5: 1 defa bulunmaktadır
127.6  135,5 Ekim      : 1 defa bulunmaktadır
135,5 Ekim       110.5  : 1 defa bulunmaktadır
Ekim       110.5   117.4  : 1 defa bulunmaktadır
110.5   117.4   129.0 : 1 defa bulunmaktadır
117.4   129.0  138.7: 1 defa bulunmaktadır
129.0  138.7 Kasım     : 1 defa bulunmaktadır
138.7 Kasım      110.0  : 1 defa bulunmaktadır
Kasım      110.0   106.8  : 1 defa bulunmaktadır
110.0   106.8   116.8 : 1 defa bulunmaktadır
106.8   116.8  126.7: 1 defa bulunmaktadır
116.8  126.7 Aralık     : 1 defa bulunmaktadır
126.7 Aralık      94.2  : 1 defa bulunmaktadır
Aralık      94.2   116.7  : 1 defa bulunmaktadır
94.2   116.7   136.2 : 1 defa bulunmaktadır
116.7   136.2  141.3: 1 defa bulunmaktadır
136.2  141.3 Yıllık    : 1 defa bulunmaktadır
141.3 Yıllık     114.2  : 1 defa bulunmaktadır
Yıllık     114.2   102.9  : 1 defa bulunmaktadır
114.2   102.9   116.4 : 1 defa bulunmaktadır
102.9   116.4  126.8: 1 defa bulunmaktadır
116.4  126.8 **/: 1 defa bulunmaktadır
126.8 **/ /**: 1 defa bulunmaktadır
**/ /** Arındırılmamış: 1 defa bulunmaktadır
/** Arındırılmamış Sanayi: 2 defa bulunmaktadır
Arındırılmamış Sanayi Üretim: 2 defa bulunmaktadır
Sanayi Üretim Endeksi’ndeki: 1 defa bulunmaktadır
Üretim Endeksi’ndeki artış: 1 defa bulunmaktadır
Endeksi’ndeki artış hızı(%): 1 defa bulunmaktadır
artış hızı(%) Aylar     : 1 defa bulunmaktadır
hızı(%) Aylar      2010/2009 : 1 defa bulunmaktadır
Aylar      2010/2009  2011/2010 : 1 defa bulunmaktadır
2010/2009  2011/2010  2012/2011: 1 defa bulunmaktadır
2011/2010  2012/2011 Ocak      : 1 defa bulunmaktadır
2012/2011 Ocak       12,8      : 1 defa bulunmaktadır
Ocak       12,8       19,2      : 1 defa bulunmaktadır
12,8       19,2       1,5   : 1 defa bulunmaktadır
19,2       1,5    Şubat     : 1 defa bulunmaktadır
1,5    Şubat      17,6      : 1 defa bulunmaktadır
Şubat      17,6       14,0      : 1 defa bulunmaktadır
17,6       14,0       4,4: 1 defa bulunmaktadır
14,0       4,4 Mart      : 1 defa bulunmaktadır
4,4 Mart       21,4      : 1 defa bulunmaktadır
Mart       21,4       10,6      : 1 defa bulunmaktadır
21,4       10,6       2,6 : 1 defa bulunmaktadır
10,6       2,6  Nisan     : 1 defa bulunmaktadır
2,6  Nisan      16,9       : 1 defa bulunmaktadır
Nisan      16,9        8,9      : 1 defa bulunmaktadır
16,9        8,9       1,5: 1 defa bulunmaktadır
8,9       1,5 Mayıs     : 1 defa bulunmaktadır
1,5 Mayıs      14,9       : 1 defa bulunmaktadır
Mayıs      14,9        8,2      : 1 defa bulunmaktadır
14,9        8,2       5,9: 1 defa bulunmaktadır
8,2       5,9 Haziran   : 1 defa bulunmaktadır
5,9 Haziran    10,0       : 1 defa bulunmaktadır
Haziran    10,0        7,0      : 1 defa bulunmaktadır
10,0        7,0       3,0: 1 defa bulunmaktadır
7,0       3,0 Temmuz     : 1 defa bulunmaktadır
3,0 Temmuz      8,8       : 1 defa bulunmaktadır
Temmuz      8,8        7,0      : 1 defa bulunmaktadır
8,8        7,0       3,3: 1 defa bulunmaktadır
7,0       3,3 Ağustos   : 1 defa bulunmaktadır
3,3 Ağustos    10,8       : 1 defa bulunmaktadır
Ağustos    10,8        3,8     : 1 defa bulunmaktadır
10,8        3,8      -1,8: 1 defa bulunmaktadır
3,8      -1,8 Eylül     : 1 defa bulunmaktadır
-1,8 Eylül      10,4      : 1 defa bulunmaktadır
Eylül      10,4       12,1      : 1 defa bulunmaktadır
10,4       12,1       6,2: 1 defa bulunmaktadır
12,1       6,2 Ekim       : 1 defa bulunmaktadır
6,2 Ekim        9,9       : 1 defa bulunmaktadır
Ekim        9,9        7,5 : 1 defa bulunmaktadır
9,9        7,5  Kasım      : 1 defa bulunmaktadır
7,5  Kasım       9,4       : 1 defa bulunmaktadır
Kasım       9,4        8,5: 1 defa bulunmaktadır
9,4        8,5 Aralık    : 1 defa bulunmaktadır
8,5 Aralık     16,7       : 1 defa bulunmaktadır
Aralık     16,7        3,7: 1 defa bulunmaktadır
16,7        3,7 Yıllık    : 1 defa bulunmaktadır
3,7 Yıllık     13,1       : 1 defa bulunmaktadır
Yıllık     13,1        8,9: 1 defa bulunmaktadır
13,1        8,9 ANKA: 1 defa bulunmaktadır
